time,open,high,low,close,volume
1780444800,756.0,756.0,756.0,756.0,0
1780531200,756.0,756.0,756.0,756.0,0
1780617600,747.0,747.0,747.0,747.0,0
1780876800,742.0,742.0,742.0,742.0,0
1780963200,732.0,732.0,732.0,732.0,0
1781049600,731.0,731.0,731.0,731.0,0
1781136000,729.0,729.0,729.0,729.0,0
1781222400,740.0,740.0,740.0,740.0,0
1781481600,756.0,756.0,756.0,756.0,0
1781568000,752.0,752.0,752.0,752.0,0
1781654400,750.0,750.0,750.0,750.0,0
1781740800,747.0,747.0,747.0,747.0,0
1781827200,747.0,747.0,747.0,747.0,0
1782086400,745.0,745.0,745.0,745.0,0
1782172800,735.0,735.0,735.0,735.0,0
1782259200,739.0,739.0,739.0,739.0,0
1782345600,735.0,735.0,735.0,735.0,0
1782432000,733.0,733.0,733.0,733.0,0
1782691200,738.0,738.0,738.0,738.0,0
1782777600,745.0,745.0,745.0,745.0,0
1782864000,749.0,749.0,749.0,749.0,0
1782950400,747.0,747.0,747.0,747.0,0
1783036800,745.0,745.0,745.0,745.0,0
1783296000,751.0,751.0,751.0,751.0,0
1783382400,746.0,746.0,746.0,746.0,0
1783468800,742.0,742.0,742.0,742.0,0
1783555200,750.0,750.0,750.0,750.0,0
1783641600,753.0,753.0,753.0,753.0,0
1783900800,752.0,752.0,752.0,752.0,0
1783987200,752.0,752.0,752.0,752.0,0
1784073600,754.0,754.0,754.0,754.0,0
1784160000,754.0,754.0,754.0,754.0,0
1784246400,747.0,747.0,747.0,747.0,0
1784505600,744.0,744.0,744.0,744.0,0
1784592000,747.0,747.0,747.0,747.0,0
1784678400,748.0,748.0,748.0,748.0,0
1784764800,738.0,738.0,738.0,738.0,0
1784851200,738.0,738.0,738.0,738.0,0
1785110400,737.0,737.0,737.0,737.0,0
1785196800,739.0,739.0,739.0,739.0,0
1785283200,736.0,736.0,736.0,736.0,0
1785369600,736.0,736.0,736.0,736.0,0
1785456000,741.0,741.0,741.0,741.0,0
1785715200,755.0,755.0,755.0,755.0,0
1785801600,767.0,767.0,767.0,767.0,0
1785888000,773.0,773.0,773.0,773.0,0
1785974400,770.0,770.0,770.0,770.0,0
1786060800,771.0,771.0,771.0,771.0,0
1786320000,774.0,774.0,774.0,774.0,0
1786406400,774.0,774.0,774.0,774.0,0
1786492800,772.0,772.0,772.0,772.0,0
1786579200,778.0,778.0,778.0,778.0,0
1786665600,779.0,779.0,779.0,779.0,0
1786924800,776.0,776.0,776.0,776.0,0
1787011200,768.0,768.0,768.0,768.0,0
1787097600,770.0,770.0,770.0,770.0,0
1787184000,768.0,768.0,768.0,768.0,0
1787270400,765.0,765.0,765.0,765.0,0
1787529600,764.0,764.0,764.0,764.0,0
1787616000,766.0,766.0,766.0,766.0,0
1787702400,766.0,766.0,766.0,766.0,0
1787788800,771.0,771.0,771.0,771.0,0
1787875200,769.0,769.0,769.0,769.0,0
1788134400,766.0,766.0,766.0,766.0,0
1788220800,762.0,762.0,762.0,762.0,0
1788307200,765.0,765.0,765.0,765.0,0
1788393600,773.0,773.0,773.0,773.0,0
1788480000,771.0,771.0,771.0,771.0,0
